2024-05-29 13:35:58,482 INFO    StreamThr :48385 [internal.py:wandb_internal():85] W&B internal server running at pid: 48385, started at: 2024-05-29 13:35:58.481295
2024-05-29 13:35:58,483 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: status
2024-05-29 13:35:58,487 INFO    WriterThread:48385 [datastore.py:open_for_write():87] open: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/run-ygiqqsh1.wandb
2024-05-29 13:35:58,488 DEBUG   SenderThread:48385 [sender.py:send():378] send: header
2024-05-29 13:35:58,509 DEBUG   SenderThread:48385 [sender.py:send():378] send: run
2024-05-29 13:35:58,888 INFO    SenderThread:48385 [dir_watcher.py:__init__():211] watching files in: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files
2024-05-29 13:35:58,888 INFO    SenderThread:48385 [sender.py:_start_run_threads():1123] run started: ygiqqsh1 with start time 1716982558.483156
2024-05-29 13:35:58,898 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: check_version
2024-05-29 13:35:58,898 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: check_version
2024-05-29 13:35:58,961 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: run_start
2024-05-29 13:35:58,967 DEBUG   HandlerThread:48385 [system_info.py:__init__():26] System info init
2024-05-29 13:35:58,967 DEBUG   HandlerThread:48385 [system_info.py:__init__():41] System info init done
2024-05-29 13:35:58,967 INFO    HandlerThread:48385 [system_monitor.py:start():194] Starting system monitor
2024-05-29 13:35:58,967 INFO    SystemMonitor:48385 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 13:35:58,968 INFO    HandlerThread:48385 [system_monitor.py:probe():214] Collecting system info
2024-05-29 13:35:58,968 INFO    SystemMonitor:48385 [interfaces.py:start():188] Started cpu monitoring
2024-05-29 13:35:58,970 INFO    SystemMonitor:48385 [interfaces.py:start():188] Started disk monitoring
2024-05-29 13:35:58,972 INFO    SystemMonitor:48385 [interfaces.py:start():188] Started gpuapple monitoring
2024-05-29 13:35:58,974 INFO    SystemMonitor:48385 [interfaces.py:start():188] Started memory monitoring
2024-05-29 13:35:58,975 INFO    SystemMonitor:48385 [interfaces.py:start():188] Started network monitoring
2024-05-29 13:35:59,655 DEBUG   HandlerThread:48385 [system_info.py:probe():150] Probing system
2024-05-29 13:35:59,660 DEBUG   HandlerThread:48385 [system_info.py:_probe_git():135] Probing git
2024-05-29 13:35:59,680 DEBUG   HandlerThread:48385 [system_info.py:_probe_git():143] Probing git done
2024-05-29 13:35:59,680 DEBUG   HandlerThread:48385 [system_info.py:probe():198] Probing system done
2024-05-29 13:35:59,680 DEBUG   HandlerThread:48385 [system_monitor.py:probe():223] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.11.9', 'heartbeatAt': '2024-05-29T11:35:59.655816', 'startedAt': '2024-05-29T11:35:58.473771', 'docker': None, 'cuda': None, 'args': ('--config_file', 'config.json'), 'state': 'running', 'program': '/Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/evaluation.py', 'codePathLocal': 'evaluation.py', 'codePath': 'evaluation.py', 'git': {'remote': 'git@github.com:annav336/thesis-llm-privacy.git', 'commit': '4544815b34f2864ccffeed8f34e918cf1d035306'}, 'email': 'anna.visman@icloud.com', 'root': '/Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy', 'host': 'RN-145-97-171-40.eduroam.rug.nl', 'username': 'annavisman', 'executable': '/opt/miniconda3/envs/torch/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 353.07322692871094}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-05-29 13:35:59,680 INFO    HandlerThread:48385 [system_monitor.py:probe():224] Finished collecting system info
2024-05-29 13:35:59,680 INFO    HandlerThread:48385 [system_monitor.py:probe():227] Publishing system info
2024-05-29 13:35:59,680 DEBUG   HandlerThread:48385 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-29 13:35:59,892 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/conda-environment.yaml
2024-05-29 13:36:01,444 DEBUG   HandlerThread:48385 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-29 13:36:01,444 INFO    HandlerThread:48385 [system_monitor.py:probe():229] Finished publishing system info
2024-05-29 13:36:01,446 DEBUG   SenderThread:48385 [sender.py:send():378] send: files
2024-05-29 13:36:01,446 INFO    SenderThread:48385 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-29 13:36:01,558 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: python_packages
2024-05-29 13:36:01,558 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: python_packages
2024-05-29 13:36:01,559 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: stop_status
2024-05-29 13:36:01,559 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: stop_status
2024-05-29 13:36:01,786 DEBUG   SenderThread:48385 [sender.py:send():378] send: telemetry
2024-05-29 13:36:01,787 DEBUG   SenderThread:48385 [sender.py:send():378] send: exit
2024-05-29 13:36:01,787 INFO    SenderThread:48385 [sender.py:send_exit():585] handling exit code: 1
2024-05-29 13:36:01,787 INFO    SenderThread:48385 [sender.py:send_exit():587] handling runtime: 2
2024-05-29 13:36:01,788 INFO    SenderThread:48385 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-29 13:36:01,788 INFO    SenderThread:48385 [sender.py:send_exit():593] send defer
2024-05-29 13:36:01,788 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: defer
2024-05-29 13:36:01,788 INFO    HandlerThread:48385 [handler.py:handle_request_defer():184] handle defer: 0
2024-05-29 13:36:01,788 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: defer
2024-05-29 13:36:01,788 INFO    SenderThread:48385 [sender.py:send_request_defer():609] handle sender defer: 0
2024-05-29 13:36:01,788 INFO    SenderThread:48385 [sender.py:transition_state():613] send defer: 1
2024-05-29 13:36:01,788 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: defer
2024-05-29 13:36:01,788 INFO    HandlerThread:48385 [handler.py:handle_request_defer():184] handle defer: 1
2024-05-29 13:36:01,789 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: defer
2024-05-29 13:36:01,789 INFO    SenderThread:48385 [sender.py:send_request_defer():609] handle sender defer: 1
2024-05-29 13:36:01,789 INFO    SenderThread:48385 [sender.py:transition_state():613] send defer: 2
2024-05-29 13:36:01,789 DEBUG   HandlerThread:48385 [handler.py:handle_request():158] handle_request: defer
2024-05-29 13:36:01,789 INFO    HandlerThread:48385 [handler.py:handle_request_defer():184] handle defer: 2
2024-05-29 13:36:01,789 INFO    HandlerThread:48385 [system_monitor.py:finish():203] Stopping system monitor
2024-05-29 13:36:01,789 DEBUG   SystemMonitor:48385 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-29 13:36:01,789 DEBUG   SystemMonitor:48385 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-29 13:36:01,789 DEBUG   SystemMonitor:48385 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-29 13:36:01,789 INFO    HandlerThread:48385 [interfaces.py:finish():200] Joined cpu monitor
2024-05-29 13:36:01,789 INFO    HandlerThread:48385 [interfaces.py:finish():200] Joined disk monitor
2024-05-29 13:36:01,899 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/conda-environment.yaml
2024-05-29 13:36:01,899 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/wandb-summary.json
2024-05-29 13:36:01,899 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/wandb-metadata.json
2024-05-29 13:36:01,899 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/output.log
2024-05-29 13:36:01,899 INFO    Thread-12 :48385 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/annavisman/stack/RUG/CS/Year3/thesis/thesis-llm-privacy/wandb/run-20240529_133558-ygiqqsh1/files/requirements.txt
2024-05-29 13:36:01,937 INFO    HandlerThread:48385 [interfaces.py:finish():200] Joined gpuapple monitor
2024-05-29 13:36:01,937 INFO    HandlerThread:48385 [interfaces.py:finish():200] Joined memory monitor
2024-05-29 13:36:01,937 INFO    HandlerThread:48385 [interfaces.py:finish():200] Joined network monitor
2024-05-29 13:36:01,938 DEBUG   SenderThread:48385 [sender.py:send_request():405] send_request: defer
2024-05-29 13:36:01,938 INFO    SenderThread:48385 [sender.py:send_request_defer():609] handle sender defer: 2
2024-05-29 13:36:01,938 INFO    SenderThread:48385 [sender.py:transition_state():613] send defer: 3
